regime,method,malicious_fraction,n_seeds,accuracy_pct_mean,accuracy_pct_sd,accuracy_pct_ci95_halfwidth,macro_precision_pct_mean,macro_precision_pct_sd,macro_precision_pct_ci95_halfwidth,macro_recall_pct_mean,macro_recall_pct_sd,macro_recall_pct_ci95_halfwidth,macro_f1_pct_mean,macro_f1_pct_sd,macro_f1_pct_ci95_halfwidth,auc_pct_mean,auc_pct_sd,auc_pct_ci95_halfwidth,mb_per_round_mean,mb_per_round_sd,mb_per_round_ci95_halfwidth,round_time_s_mean,round_time_s_sd,round_time_s_ci95_halfwidth,policy_block_pct_mean,policy_block_pct_sd,policy_block_pct_ci95_halfwidth,false_block_pct_mean,false_block_pct_sd,false_block_pct_ci95_halfwidth
Edge-IIoTset-calibrated,BC-FL,0.3,10,86.49722222222223,0.9924656151507306,0.709917806949127,86.10123961852511,0.9354233626239362,0.6691150726285934,85.88559862826563,1.027975471095814,0.7353182628165923,85.97103156579684,0.9792854041821889,0.7004899070571061,93.39166658532241,0.685385636015793,0.4902612848313813,4.99,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan
Edge-IIoTset-calibrated,TrustAgent-IIoT,0.3,10,93.8638888888889,0.5043449757808012,0.3607615958541185,93.52210222313454,0.480600743639433,0.3437771754851256,93.55147351563934,0.5745614350905344,0.4109879352294405,93.53031569241435,0.5224856433064503,0.37373774607010973,97.69720646026177,0.41041206035944716,0.29357070450405615,1.4600000000000002,2.340555645717801e-16,1.674216321134736e-16,nan,nan,nan,nan,nan,nan,nan,nan,nan
TON_IoT-calibrated,Local-only,0.0,10,92.15,0.4570361366219585,0.3269212422617637,92.25864383655463,0.5146436214294606,0.368128291306164,90.7442856444591,0.565211980448347,0.40430020294488783,91.44786796017175,0.5024838478484277,0.359430317631445,96.07742847387456,0.38555448228757827,0.27578989976739254,0.08000000000000003,1.4628472785736255e-17,1.04638520070921e-17,8.34999999999999,1.6747652892626934e-15,1.1979716809910039e-15,0.0,0.0,0.0,0.0,0.0,0.0
TON_IoT-calibrated,FedAvg,0.0,10,94.18055555555556,0.42698138148773557,0.30542285931774593,94.50934583939957,0.3789849605284448,0.2710906735083143,92.98709009515086,0.7145894711481868,0.5111509985657399,93.70169833618732,0.5306709271536394,0.3795927385951354,97.14183058240778,0.27278108436255755,0.19512227550418534,8.569999999999997,1.8724445165742407e-15,1.3393730569077889e-15,32.06999999999998,3.3495305785253868e-15,2.3959433619820077e-15,0.0,0.0,0.0,0.0,0.0,0.0
TON_IoT-calibrated,FedProx,0.0,10,94.83888888888889,0.4173451266428193,0.2985299767812897,94.39308473358051,0.5366838609307496,0.3838938334594932,94.29269372795962,0.465637943544251,0.3330741767441803,94.33573004716054,0.49362837504403834,0.35309593411546303,97.84907965002213,0.305466630244678,0.21850248202957306,8.379999999999999,0.0,0.0,32.770000000000024,4.736951571734001e-15,3.3883755971927454e-15,0.0,0.0,0.0,0.0,0.0,0.0
TON_IoT-calibrated,FD-only,0.0,10,96.09444444444445,0.3189273861564778,0.22813105774131806,96.33604475110918,0.31574636798031197,0.22585565251516726,95.29610799100286,0.39607465273414505,0.28331505350385067,95.79443061929379,0.33195107230824605,0.23744699430386873,98.10838686323216,0.2749978644613105,0.1967079542845592,1.8500000000000008,2.340555645717801e-16,1.674216321134736e-16,22.629999999999995,4.1023203976182695e-15,2.9344193447321855e-15,0.0,0.0,0.0,0.0,0.0,0.0
TON_IoT-calibrated,BC-FL,0.0,10,96.5,0.3576519984412574,0.2558310519864494,96.45000927854741,0.4034135713689789,0.28856463489295303,95.8903569747984,0.49608383804474515,0.3548523444957277,96.15909912536765,0.44202051561174766,0.3161804603396322,98.12111544580338,0.20479517896370697,0.14649146741631758,4.990000000000001,0.0,0.0,27.600000000000016,2.3684757858670005e-15,1.6941877985963727e-15,58.93513086131992,1.6988113157656497,1.2151719770417913,5.841286079179133,0.2084467410598084,0.14910345609948136
TON_IoT-calibrated,TrustAgent-IIoT,0.0,10,97.85277777777779,0.2404021835935436,0.1719614144381113,97.58956178112035,0.28287134896601557,0.20233991449285238,97.54640311320009,0.2976668766594191,0.2129232620793185,97.56311453737791,0.28410203888499186,0.20322023586114618,99.11154521882415,0.1575419544891861,0.11269089540845825,1.4600000000000004,2.340555645717801e-16,1.674216321134736e-16,20.489999999999988,2.6480364301304245e-15,1.894159542156106e-15,96.05209384845702,0.4077100053062876,0.2916379050515497,2.333503883841574,0.28291712457623996,0.20237265811673835
TON_IoT-calibrated,FedAvg,0.1,10,90.30833333333334,0.5865505052413675,0.4195638035103241,90.59547813631966,0.6690535759600842,0.47857884457278416,88.66780374008643,0.7569300786205747,0.5414375402280688,89.54751834986106,0.6832118863899611,0.4887063860583969,95.33770734899747,0.3711149341830808,0.26546118694631976,8.569999999999999,1.8724445165742407e-15,1.3393730569077889e-15,nan,nan,nan,nan,nan,nan,nan,nan,nan
TON_IoT-calibrated,FedProx,0.1,10,91.78333333333333,0.599754179181616,0.4290084866350981,91.06279984238543,0.6245556689769497,0.44674917102334294,91.15146607591956,0.5184077068983125,0.37082076876878173,91.09073139899411,0.5634263401890981,0.4030229215988197,96.44629985212859,0.5424247908107753,0.3880003619760077,8.379999999999999,1.8724445165742407e-15,1.3393730569077889e-15,nan,nan,nan,nan,nan,nan,nan,nan,nan
